LeadID,Region,CustomerSegment,Industry,Product,DealSize,MarketingSpend,LeadScore,Converted,ConversionRate,ExpectedRevenue
547,North,Enterprise,Finance,CRM,28273.0,1543.0,0.3,0,0.36813186813186816,10408.192307692309
548,West,MidMarket,Finance,ERP,24495.0,2159.0,0.27,1,0.27702702702702703,6785.777027027027
549,South,SMB,Manufacturing,CRM,17430.0,1725.0,0.11,1,0.3448275862068966,6010.344827586207
550,East,MidMarket,Healthcare,ERP,18717.0,1794.0,0.27,1,0.28402366863905326,5316.07100591716
551,North,Enterprise,Retail,ERP,28777.0,1581.0,0.19,0,0.2621951219512195,7545.189024390244
552,West,MidMarket,Tech,CRM,14432.0,2979.0,0.2,0,0.2658959537572254,3837.4104046242774
553,North,Enterprise,Healthcare,CRM,29059.0,2819.0,0.08,0,0.36813186813186816,10697.543956043957
554,West,Enterprise,Healthcare,ERP,18236.0,1269.0,0.08,0,0.27702702702702703,5051.864864864865
555,North,SMB,Finance,CRM,25292.0,779.0,0.16,0,0.36813186813186816,9310.79120879121
556,West,SMB,Tech,Analytics,20607.0,2599.0,0.12,0,0.27058823529411763,5576.011764705882
557,West,MidMarket,Manufacturing,CRM,35632.0,2993.0,0.24,0,0.2658959537572254,9474.404624277457
558,South,SMB,Healthcare,CRM,13788.0,1232.0,0.36,0,0.3448275862068966,4754.48275862069
559,West,Enterprise,Manufacturing,Analytics,15987.0,1394.0,0.03,0,0.27058823529411763,4325.894117647059
560,South,Enterprise,Healthcare,CRM,9457.0,2854.0,0.08,1,0.3448275862068966,3261.034482758621
561,West,SMB,Manufacturing,CRM,12323.0,2278.0,0.12,0,0.2658959537572254,3276.6358381502887
562,East,SMB,Tech,ERP,24992.0,1239.0,0.23,1,0.28402366863905326,7098.319526627219
563,East,MidMarket,Finance,CRM,31201.0,1953.0,0.52,0,0.3241758241758242,10114.60989010989
564,East,SMB,Tech,CRM,25785.0,2861.0,0.27,0,0.3241758241758242,8358.873626373626
565,West,Enterprise,Retail,Analytics,19962.0,2530.0,0.09,0,0.27058823529411763,5401.482352941176
566,South,SMB,Finance,ERP,13745.0,2355.0,0.46,0,0.35333333333333333,4856.566666666667
567,South,MidMarket,Tech,ERP,26289.0,2342.0,0.22,0,0.35333333333333333,9288.78
568,West,SMB,Retail,ERP,13360.0,945.0,0.2,1,0.27702702702702703,3701.0810810810813
569,East,MidMarket,Healthcare,CRM,10557.0,2562.0,0.31,0,0.3241758241758242,3422.324175824176
570,East,SMB,Healthcare,ERP,17841.0,1190.0,0.69,0,0.28402366863905326,5067.266272189349
571,South,MidMarket,Manufacturing,Analytics,5762.0,2826.0,0.19,0,0.33727810650887574,1943.396449704142
572,East,SMB,Finance,ERP,10330.0,1412.0,0.08,1,0.28402366863905326,2933.96449704142
573,North,MidMarket,Healthcare,Analytics,33202.0,2644.0,0.32,0,0.26256983240223464,8717.843575418994
574,South,Enterprise,Finance,ERP,9032.0,1166.0,0.31,1,0.35333333333333333,3191.306666666667
575,East,SMB,Healthcare,ERP,11683.0,1786.0,0.14,0,0.28402366863905326,3318.2485207100594
576,South,SMB,Manufacturing,Analytics,20503.0,767.0,0.53,0,0.33727810650887574,6915.213017751479
577,North,SMB,Tech,ERP,20867.0,2150.0,0.14,0,0.2621951219512195,5471.225609756098
578,South,MidMarket,Manufacturing,ERP,18358.0,2590.0,0.33,1,0.35333333333333333,6486.493333333333
579,South,MidMarket,Retail,ERP,5976.0,2296.0,0.1,1,0.35333333333333333,2111.52
580,South,MidMarket,Healthcare,CRM,25939.0,1808.0,0.36,0,0.3448275862068966,8944.48275862069
581,South,SMB,Retail,Analytics,16899.0,613.0,0.83,0,0.33727810650887574,5699.662721893491
582,North,SMB,Retail,ERP,28543.0,2834.0,0.08,0,0.2621951219512195,7483.835365853659
583,West,MidMarket,Finance,Analytics,15486.0,2264.0,0.45,0,0.27058823529411763,4190.329411764706
584,South,SMB,Healthcare,Analytics,26877.0,2365.0,0.35,0,0.33727810650887574,9065.023668639053
585,South,Enterprise,Retail,Analytics,29073.0,2487.0,0.27,1,0.33727810650887574,9805.686390532544
586,East,SMB,Tech,ERP,16731.0,2369.0,0.67,1,0.28402366863905326,4752.0
587,South,MidMarket,Retail,ERP,26163.0,1603.0,0.29,0,0.35333333333333333,9244.26
588,East,SMB,Tech,Analytics,10700.0,2334.0,0.19,1,0.3,3210.0
589,West,SMB,Finance,CRM,21846.0,2063.0,0.29,1,0.2658959537572254,5808.763005780346
590,North,MidMarket,Retail,Analytics,28556.0,2635.0,0.21,0,0.26256983240223464,7497.944134078212
591,North,MidMarket,Manufacturing,CRM,23629.0,2506.0,0.41,0,0.36813186813186816,8698.587912087913
592,West,Enterprise,Finance,Analytics,36844.0,603.0,0.27,1,0.27058823529411763,9969.55294117647
593,North,SMB,Tech,Analytics,24021.0,1447.0,0.07,0,0.26256983240223464,6307.189944134078
594,West,SMB,Finance,Analytics,17443.0,587.0,0.23,0,0.27058823529411763,4719.870588235294
595,West,MidMarket,Retail,ERP,39886.0,755.0,0.22,1,0.27702702702702703,11049.5
596,West,MidMarket,Healthcare,CRM,31436.0,2004.0,0.09,0,0.2658959537572254,8358.705202312138
597,North,SMB,Healthcare,CRM,8780.0,2685.0,0.56,1,0.36813186813186816,3232.1978021978025
598,East,SMB,Tech,Analytics,14511.0,800.0,0.22,0,0.3,4353.3
599,West,SMB,Tech,ERP,12733.0,1628.0,0.36,0,0.27702702702702703,3527.385135135135
600,South,Enterprise,Healthcare,ERP,24519.0,2777.0,0.57,0,0.35333333333333333,8663.38
601,North,SMB,Tech,CRM,23998.0,2536.0,0.1,0,0.36813186813186816,8834.428571428572
602,West,SMB,Finance,ERP,23944.0,1799.0,0.26,0,0.27702702702702703,6633.135135135135
603,West,SMB,Manufacturing,CRM,8591.0,2429.0,0.24,0,0.2658959537572254,2284.3121387283236
604,South,SMB,Manufacturing,CRM,15533.0,1807.0,0.29,1,0.3448275862068966,5356.206896551725
605,East,SMB,Finance,CRM,18955.0,895.0,0.18,0,0.3241758241758242,6144.752747252747
606,East,MidMarket,Manufacturing,ERP,7247.0,812.0,0.31,0,0.28402366863905326,2058.319526627219
607,East,SMB,Retail,CRM,13897.0,971.0,0.46,0,0.3241758241758242,4505.071428571428
608,West,Enterprise,Finance,CRM,29495.0,1377.0,0.29,0,0.2658959537572254,7842.601156069363
609,West,SMB,Tech,Analytics,9121.0,2826.0,0.3,0,0.27058823529411763,2468.035294117647
610,West,MidMarket,Finance,CRM,30187.0,2499.0,0.45,0,0.2658959537572254,8026.601156069363
611,North,Enterprise,Healthcare,CRM,27638.0,1582.0,0.24,1,0.36813186813186816,10174.428571428572
612,South,MidMarket,Tech,Analytics,17965.0,1733.0,0.18,0,0.33727810650887574,6059.201183431953
613,West,MidMarket,Healthcare,Analytics,15458.0,1164.0,0.45,1,0.27058823529411763,4182.75294117647
614,South,SMB,Tech,ERP,25823.0,2261.0,0.22,0,0.35333333333333333,9124.126666666667
615,South,SMB,Manufacturing,CRM,14486.0,2507.0,0.21,0,0.3448275862068966,4995.172413793104
616,East,MidMarket,Finance,ERP,14834.0,1097.0,0.17,0,0.28402366863905326,4213.207100591716
617,North,Enterprise,Retail,ERP,19833.0,605.0,0.13,1,0.2621951219512195,5200.115853658537
618,West,MidMarket,Tech,Analytics,5088.0,2060.0,0.08,0,0.27058823529411763,1376.7529411764706
619,East,MidMarket,Tech,ERP,9850.0,1906.0,0.16,0,0.28402366863905326,2797.6331360946747
620,East,MidMarket,Healthcare,CRM,17790.0,1505.0,0.37,0,0.3241758241758242,5767.087912087913
621,West,SMB,Manufacturing,Analytics,23330.0,2110.0,0.21,1,0.27058823529411763,6312.823529411764
622,South,SMB,Healthcare,CRM,14389.0,1877.0,0.19,1,0.3448275862068966,4961.724137931034
623,East,MidMarket,Healthcare,CRM,18617.0,1126.0,0.04,0,0.3241758241758242,6035.181318681319
624,South,Enterprise,Manufacturing,Analytics,8706.0,1494.0,0.09,0,0.33727810650887574,2936.3431952662722
625,North,SMB,Retail,CRM,26527.0,1570.0,0.09,1,0.36813186813186816,9765.434065934067
626,South,MidMarket,Healthcare,Analytics,21541.0,2701.0,0.43,1,0.33727810650887574,7265.307692307692
627,North,SMB,Healthcare,CRM,22160.0,2902.0,0.37,0,0.36813186813186816,8157.802197802198
628,South,MidMarket,Tech,Analytics,23418.0,2733.0,0.22,1,0.33727810650887574,7898.378698224852
629,East,SMB,Manufacturing,ERP,20547.0,2298.0,0.17,0,0.28402366863905326,5835.834319526627
630,East,SMB,Finance,CRM,16614.0,1962.0,0.6,0,0.3241758241758242,5385.857142857143
631,North,MidMarket,Retail,Analytics,27908.0,2223.0,0.18,0,0.26256983240223464,7327.7988826815645
632,West,SMB,Retail,CRM,21098.0,2848.0,0.34,0,0.2658959537572254,5609.8728323699415
633,North,MidMarket,Manufacturing,CRM,18840.0,1125.0,0.02,0,0.36813186813186816,6935.604395604396
634,North,MidMarket,Tech,CRM,19939.0,1838.0,0.51,0,0.36813186813186816,7340.181318681319
635,South,Enterprise,Tech,Analytics,19790.0,2224.0,0.08,0,0.33727810650887574,6674.733727810651
636,South,SMB,Manufacturing,ERP,18770.0,2198.0,0.09,0,0.35333333333333333,6632.066666666667
637,North,SMB,Tech,ERP,23123.0,1131.0,0.31,0,0.2621951219512195,6062.737804878049
638,East,SMB,Retail,ERP,13449.0,1967.0,0.4,0,0.28402366863905326,3819.8343195266275
639,South,Enterprise,Retail,Analytics,13960.0,2490.0,0.66,1,0.33727810650887574,4708.402366863906
640,West,Enterprise,Finance,ERP,23915.0,1688.0,0.18,0,0.27702702702702703,6625.101351351352
641,South,MidMarket,Manufacturing,Analytics,18983.0,2483.0,0.42,0,0.33727810650887574,6402.550295857988
642,South,Enterprise,Healthcare,CRM,26800.0,1400.0,0.14,0,0.3448275862068966,9241.379310344828
643,West,MidMarket,Healthcare,CRM,22862.0,2847.0,0.36,1,0.2658959537572254,6078.913294797688
644,North,MidMarket,Finance,ERP,16132.0,1835.0,0.57,0,0.2621951219512195,4229.731707317073
645,West,SMB,Finance,Analytics,24026.0,1990.0,0.39,0,0.27058823529411763,6501.15294117647
646,North,MidMarket,Tech,CRM,28380.0,578.0,0.46,1,0.36813186813186816,10447.582417582418
647,North,SMB,Finance,Analytics,23129.0,926.0,0.18,0,0.26256983240223464,6072.977653631285
648,North,Enterprise,Finance,Analytics,24659.0,2082.0,0.2,0,0.26256983240223464,6474.709497206704
649,West,MidMarket,Healthcare,CRM,18798.0,1550.0,0.2,0,0.2658959537572254,4998.312138728324
650,North,MidMarket,Tech,Analytics,26951.0,1770.0,0.27,1,0.26256983240223464,7076.519553072626
651,East,SMB,Finance,CRM,15935.0,657.0,0.61,0,0.3241758241758242,5165.741758241758
652,West,SMB,Finance,CRM,22370.0,2585.0,0.08,1,0.2658959537572254,5948.092485549132
653,East,SMB,Tech,CRM,37987.0,2461.0,0.12,0,0.3241758241758242,12314.467032967033
654,North,SMB,Manufacturing,Analytics,23772.0,963.0,0.46,1,0.26256983240223464,6241.810055865922
655,South,SMB,Tech,CRM,17055.0,2086.0,0.34,0,0.3448275862068966,5881.034482758621
656,North,Enterprise,Healthcare,Analytics,17037.0,2546.0,0.52,0,0.26256983240223464,4473.402234636871
657,East,MidMarket,Manufacturing,CRM,19501.0,2102.0,0.09,0,0.3241758241758242,6321.752747252747
658,East,SMB,Retail,CRM,25959.0,1276.0,0.21,0,0.3241758241758242,8415.28021978022
659,West,SMB,Tech,ERP,21020.0,2140.0,0.07,0,0.27702702702702703,5823.108108108108
660,South,SMB,Healthcare,ERP,15460.0,1026.0,0.23,1,0.35333333333333333,5462.533333333334
661,West,MidMarket,Manufacturing,ERP,15448.0,1296.0,0.34,0,0.27702702702702703,4279.513513513513
662,East,MidMarket,Tech,Analytics,21064.0,1100.0,0.28,0,0.3,6319.2
663,North,Enterprise,Finance,Analytics,20297.0,1892.0,0.15,0,0.26256983240223464,5329.379888268157
664,South,SMB,Tech,CRM,23185.0,771.0,0.35,0,0.3448275862068966,7994.827586206897
665,North,Enterprise,Retail,CRM,26422.0,2833.0,0.17,1,0.36813186813186816,9726.780219780221
666,North,Enterprise,Tech,CRM,39092.0,1334.0,0.43,0,0.36813186813186816,14391.01098901099
667,South,SMB,Manufacturing,CRM,9766.0,1047.0,0.71,0,0.3448275862068966,3367.586206896552
668,West,Enterprise,Manufacturing,Analytics,24808.0,1741.0,0.48,0,0.27058823529411763,6712.75294117647
669,North,SMB,Tech,CRM,20688.0,1192.0,0.58,0,0.36813186813186816,7615.912087912088
670,East,Enterprise,Manufacturing,CRM,7088.0,1837.0,0.33,0,0.3241758241758242,2297.7582417582416
671,North,SMB,Finance,ERP,28747.0,1371.0,0.36,0,0.2621951219512195,7537.323170731707
672,South,Enterprise,Tech,CRM,22948.0,830.0,0.23,1,0.3448275862068966,7913.103448275862
673,South,Enterprise,Finance,CRM,25599.0,1165.0,0.26,1,0.3448275862068966,8827.241379310346
674,South,Enterprise,Finance,CRM,8104.0,1596.0,0.24,1,0.3448275862068966,2794.4827586206898
675,West,MidMarket,Healthcare,Analytics,18457.0,576.0,0.45,1,0.27058823529411763,4994.247058823529
676,North,SMB,Tech,ERP,12446.0,2427.0,0.23,0,0.2621951219512195,3263.2804878048782
677,West,SMB,Manufacturing,CRM,35142.0,2055.0,0.12,0,0.2658959537572254,9344.115606936415
678,West,SMB,Finance,CRM,28012.0,2003.0,0.22,1,0.2658959537572254,7448.277456647398
679,South,SMB,Healthcare,ERP,15233.0,1865.0,0.27,1,0.35333333333333333,5382.326666666667
680,South,MidMarket,Tech,CRM,9244.0,1976.0,0.75,0,0.3448275862068966,3187.586206896552
681,West,SMB,Tech,Analytics,21358.0,2837.0,0.21,0,0.27058823529411763,5779.2235294117645
682,North,Enterprise,Retail,CRM,27647.0,521.0,0.19,0,0.36813186813186816,10177.741758241758
683,East,MidMarket,Retail,Analytics,7855.0,619.0,0.62,0,0.3,2356.5
684,West,Enterprise,Finance,Analytics,13478.0,979.0,0.15,0,0.27058823529411763,3646.988235294117
685,North,SMB,Retail,CRM,12261.0,918.0,0.16,1,0.36813186813186816,4513.6648351648355
686,South,Enterprise,Finance,ERP,26069.0,953.0,0.47,0,0.35333333333333333,9211.046666666667
687,South,Enterprise,Manufacturing,Analytics,17411.0,2180.0,0.17,0,0.33727810650887574,5872.349112426035
688,North,SMB,Finance,ERP,17704.0,1649.0,0.45,0,0.2621951219512195,4641.90243902439
689,East,MidMarket,Retail,CRM,21223.0,2979.0,0.3,0,0.3241758241758242,6879.983516483517
690,South,MidMarket,Manufacturing,Analytics,13852.0,1067.0,0.23,0,0.33727810650887574,4671.9763313609465
691,South,SMB,Retail,CRM,9894.0,1277.0,0.56,1,0.3448275862068966,3411.724137931035
692,South,MidMarket,Finance,ERP,29588.0,2961.0,0.18,1,0.35333333333333333,10454.426666666666
693,North,SMB,Healthcare,CRM,30237.0,2579.0,0.43,1,0.36813186813186816,11131.203296703297
694,West,SMB,Tech,CRM,21257.0,1674.0,0.05,0,0.2658959537572254,5652.150289017341
695,South,SMB,Retail,Analytics,21765.0,1886.0,0.23,0,0.33727810650887574,7340.857988165681
696,West,SMB,Finance,CRM,28827.0,2608.0,0.16,1,0.2658959537572254,7664.982658959537
697,East,SMB,Manufacturing,CRM,21097.0,1702.0,0.38,0,0.3241758241758242,6839.137362637363
698,South,SMB,Retail,CRM,17066.0,1015.0,0.17,1,0.3448275862068966,5884.827586206897
699,South,Enterprise,Retail,Analytics,20275.0,2571.0,0.16,1,0.33727810650887574,6838.3136094674555
700,East,MidMarket,Tech,ERP,29752.0,1844.0,0.15,0,0.28402366863905326,8450.272189349113
701,South,Enterprise,Finance,ERP,20373.0,883.0,0.1,0,0.35333333333333333,7198.46
702,West,SMB,Healthcare,CRM,15314.0,1764.0,0.06,0,0.2658959537572254,4071.93063583815
703,North,SMB,Manufacturing,Analytics,21029.0,1533.0,0.13,0,0.26256983240223464,5521.581005586592
704,West,MidMarket,Finance,CRM,24594.0,2692.0,0.37,0,0.2658959537572254,6539.445086705202
705,North,SMB,Manufacturing,ERP,23754.0,815.0,0.24,1,0.2621951219512195,6228.182926829269
706,North,SMB,Retail,Analytics,23870.0,2688.0,0.62,1,0.26256983240223464,6267.541899441341
707,West,MidMarket,Tech,ERP,14213.0,1781.0,0.17,0,0.27702702702702703,3937.385135135135
708,West,SMB,Tech,ERP,25391.0,1511.0,0.36,0,0.27702702702702703,7033.993243243243
709,West,MidMarket,Healthcare,Analytics,20199.0,905.0,0.12,0,0.27058823529411763,5465.611764705882
710,West,MidMarket,Tech,Analytics,15017.0,2252.0,0.68,0,0.27058823529411763,4063.4235294117643
711,East,SMB,Retail,CRM,25335.0,2817.0,0.22,0,0.3241758241758242,8212.994505494506
712,South,SMB,Healthcare,CRM,16825.0,1438.0,0.1,0,0.3448275862068966,5801.724137931034
713,North,MidMarket,Finance,ERP,8980.0,1104.0,0.22,0,0.2621951219512195,2354.512195121951
714,West,SMB,Tech,Analytics,12996.0,1887.0,0.29,0,0.27058823529411763,3516.564705882353
715,West,SMB,Healthcare,Analytics,18729.0,2490.0,0.42,0,0.27058823529411763,5067.847058823529
716,West,Enterprise,Retail,CRM,24048.0,509.0,0.4,0,0.2658959537572254,6394.265895953757
717,East,SMB,Manufacturing,ERP,13952.0,2078.0,0.03,0,0.28402366863905326,3962.6982248520712
718,West,MidMarket,Manufacturing,ERP,18315.0,1991.0,0.75,0,0.27702702702702703,5073.75
719,West,Enterprise,Retail,CRM,11484.0,1295.0,0.12,0,0.2658959537572254,3053.5491329479764
720,West,SMB,Retail,Analytics,26874.0,1629.0,0.32,1,0.27058823529411763,7271.788235294117
721,South,SMB,Manufacturing,CRM,32021.0,1117.0,0.57,1,0.3448275862068966,11041.724137931034
722,East,SMB,Healthcare,CRM,31265.0,2475.0,0.12,0,0.3241758241758242,10135.357142857143
723,West,SMB,Manufacturing,CRM,26755.0,2086.0,0.48,0,0.2658959537572254,7114.046242774566
724,North,SMB,Retail,CRM,26038.0,1832.0,0.38,0,0.36813186813186816,9585.417582417584
725,North,MidMarket,Tech,Analytics,5497.0,1481.0,0.27,0,0.26256983240223464,1443.3463687150838
726,North,SMB,Finance,CRM,21240.0,1228.0,0.26,1,0.36813186813186816,7819.12087912088
727,East,MidMarket,Tech,Analytics,16527.0,2557.0,0.13,0,0.3,4958.099999999999
728,East,Enterprise,Tech,CRM,26163.0,1629.0,0.11,0,0.3241758241758242,8481.412087912087
729,North,Enterprise,Retail,ERP,2237.0,1754.0,0.47,0,0.2621951219512195,586.530487804878
730,West,MidMarket,Manufacturing,Analytics,21351.0,1802.0,0.08,1,0.27058823529411763,5777.329411764706
731,East,SMB,Healthcare,ERP,18499.0,1621.0,0.11,1,0.28402366863905326,5254.153846153847
732,North,MidMarket,Tech,CRM,27829.0,1140.0,0.39,0,0.36813186813186816,10244.741758241758
733,North,MidMarket,Manufacturing,CRM,30836.0,801.0,0.06,1,0.36813186813186816,11351.714285714286
734,West,SMB,Healthcare,CRM,13498.0,746.0,0.29,0,0.2658959537572254,3589.063583815029
735,South,SMB,Tech,Analytics,13814.0,2394.0,0.22,0,0.33727810650887574,4659.15976331361
736,East,Enterprise,Healthcare,ERP,21613.0,1059.0,0.19,0,0.28402366863905326,6138.603550295858
737,West,SMB,Manufacturing,Analytics,32136.0,639.0,0.41,0,0.27058823529411763,8695.623529411765
738,North,SMB,Finance,Analytics,20421.0,2494.0,0.04,0,0.26256983240223464,5361.938547486034
739,North,SMB,Manufacturing,CRM,11046.0,885.0,0.15,1,0.36813186813186816,4066.3846153846157
740,West,SMB,Retail,ERP,15759.0,2063.0,0.57,1,0.27702702702702703,4365.668918918919
741,East,Enterprise,Healthcare,CRM,21419.0,1347.0,0.5,0,0.3241758241758242,6943.521978021979
742,South,MidMarket,Finance,Analytics,21681.0,816.0,0.1,0,0.33727810650887574,7312.526627218935
743,South,MidMarket,Healthcare,CRM,15071.0,1536.0,0.16,0,0.3448275862068966,5196.896551724139
744,North,SMB,Healthcare,ERP,15619.0,537.0,0.15,0,0.2621951219512195,4095.2256097560976
745,East,SMB,Tech,CRM,13129.0,2603.0,0.19,1,0.3241758241758242,4256.104395604396
746,South,SMB,Retail,ERP,27988.0,1784.0,0.18,0,0.35333333333333333,9889.093333333334
747,East,SMB,Healthcare,ERP,14157.0,848.0,0.24,0,0.28402366863905326,4020.923076923077
748,East,SMB,Manufacturing,CRM,16746.0,1092.0,0.46,0,0.3241758241758242,5428.648351648352
749,North,MidMarket,Manufacturing,Analytics,16547.0,1620.0,0.22,0,0.26256983240223464,4344.743016759777
750,South,SMB,Tech,CRM,8758.0,972.0,0.43,0,0.3448275862068966,3020.0
751,West,MidMarket,Retail,Analytics,13956.0,1171.0,0.16,1,0.27058823529411763,3776.3294117647056
752,North,SMB,Retail,Analytics,28597.0,1836.0,0.45,1,0.26256983240223464,7508.709497206704
753,South,SMB,Manufacturing,CRM,11535.0,2582.0,0.32,0,0.3448275862068966,3977.586206896552
754,South,SMB,Finance,Analytics,13255.0,1505.0,0.08,1,0.33727810650887574,4470.621301775148
755,South,Enterprise,Tech,Analytics,10672.0,2292.0,0.08,1,0.33727810650887574,3599.431952662722
756,South,Enterprise,Tech,CRM,19366.0,2692.0,0.07,0,0.3448275862068966,6677.931034482759
757,South,Enterprise,Manufacturing,CRM,33198.0,1041.0,0.3,0,0.3448275862068966,11447.586206896553
758,East,SMB,Manufacturing,CRM,19071.0,2518.0,0.19,0,0.3241758241758242,6182.357142857143
759,North,SMB,Finance,Analytics,20467.0,2394.0,0.14,0,0.26256983240223464,5374.016759776537
760,East,MidMarket,Finance,ERP,14432.0,1392.0,0.2,0,0.28402366863905326,4099.029585798817
761,West,SMB,Retail,Analytics,19569.0,2974.0,0.31,0,0.27058823529411763,5295.141176470588
762,South,Enterprise,Tech,ERP,28603.0,1156.0,0.28,0,0.35333333333333333,10106.393333333333
763,North,SMB,Tech,CRM,21000.0,1137.0,0.26,0,0.36813186813186816,7730.769230769231
764,South,SMB,Manufacturing,ERP,34922.0,2431.0,0.44,0,0.35333333333333333,12339.106666666667
765,North,SMB,Retail,CRM,28816.0,1587.0,0.58,0,0.36813186813186816,10608.087912087913
766,East,SMB,Tech,CRM,19396.0,1327.0,0.46,0,0.3241758241758242,6287.714285714286
767,North,MidMarket,Retail,ERP,19259.0,947.0,0.21,0,0.2621951219512195,5049.615853658537
768,West,SMB,Retail,CRM,31416.0,2413.0,0.16,0,0.2658959537572254,8353.387283236994
769,West,SMB,Manufacturing,ERP,20961.0,2466.0,0.04,0,0.27702702702702703,5806.763513513513
770,North,SMB,Retail,CRM,29862.0,1916.0,0.37,1,0.36813186813186816,10993.153846153848
771,North,SMB,Finance,Analytics,34020.0,2893.0,0.08,0,0.26256983240223464,8932.625698324022
772,North,MidMarket,Finance,Analytics,18570.0,1295.0,0.63,0,0.26256983240223464,4875.921787709497
773,North,Enterprise,Healthcare,CRM,22464.0,1049.0,0.21,0,0.36813186813186816,8269.714285714286
774,West,Enterprise,Manufacturing,CRM,26860.0,2194.0,0.47,0,0.2658959537572254,7141.965317919075
775,South,MidMarket,Healthcare,ERP,25373.0,2396.0,0.19,0,0.35333333333333333,8965.126666666667
776,North,SMB,Finance,Analytics,25323.0,1062.0,0.57,0,0.26256983240223464,6649.055865921788
777,North,MidMarket,Healthcare,ERP,10666.0,692.0,0.05,1,0.2621951219512195,2796.5731707317073
778,West,SMB,Manufacturing,CRM,14061.0,2526.0,0.2,0,0.2658959537572254,3738.7630057803467
779,West,SMB,Manufacturing,CRM,16533.0,2941.0,0.64,0,0.2658959537572254,4396.057803468208
780,East,Enterprise,Retail,ERP,28501.0,2112.0,0.2,1,0.28402366863905326,8094.958579881657
781,North,SMB,Tech,CRM,11352.0,1195.0,0.52,0,0.36813186813186816,4179.0329670329675
782,East,Enterprise,Retail,Analytics,30663.0,2992.0,0.06,0,0.3,9198.9
783,West,SMB,Manufacturing,ERP,25459.0,2733.0,0.22,0,0.27702702702702703,7052.831081081081
784,West,MidMarket,Finance,Analytics,28080.0,1783.0,0.45,1,0.27058823529411763,7598.117647058823
785,South,MidMarket,Finance,Analytics,13493.0,2563.0,0.25,1,0.33727810650887574,4550.89349112426
786,North,Enterprise,Retail,Analytics,20506.0,2540.0,0.2,0,0.26256983240223464,5384.256983240223
787,East,MidMarket,Manufacturing,ERP,22093.0,2837.0,0.41,0,0.28402366863905326,6274.934911242603
788,West,MidMarket,Finance,CRM,21785.0,2602.0,0.17,1,0.2658959537572254,5792.543352601156
789,West,SMB,Manufacturing,Analytics,22070.0,2109.0,0.17,0,0.27058823529411763,5971.882352941176
790,East,MidMarket,Finance,Analytics,18064.0,2023.0,0.2,1,0.3,5419.2
791,South,SMB,Manufacturing,Analytics,20946.0,1668.0,0.07,0,0.33727810650887574,7064.627218934911
792,West,MidMarket,Healthcare,CRM,27235.0,2066.0,0.16,1,0.2658959537572254,7241.676300578034
793,North,MidMarket,Manufacturing,CRM,11834.0,2488.0,0.22,1,0.36813186813186816,4356.472527472528
794,West,MidMarket,Manufacturing,ERP,30829.0,2923.0,0.28,0,0.27702702702702703,8540.466216216217
795,North,SMB,Retail,CRM,26873.0,1668.0,0.3,0,0.36813186813186816,9892.807692307693
796,East,SMB,Healthcare,ERP,13244.0,1934.0,0.17,0,0.28402366863905326,3761.6094674556216
797,North,MidMarket,Tech,ERP,22687.0,1612.0,0.16,0,0.2621951219512195,5948.420731707317
798,East,SMB,Retail,ERP,26310.0,2171.0,0.4,0,0.28402366863905326,7472.662721893491
799,North,SMB,Tech,ERP,11353.0,2075.0,0.25,0,0.2621951219512195,2976.701219512195
800,East,SMB,Finance,ERP,20294.0,545.0,0.13,0,0.28402366863905326,5763.9763313609465
801,North,Enterprise,Tech,Analytics,19450.0,1853.0,0.14,0,0.26256983240223464,5106.983240223463
802,South,MidMarket,Manufacturing,CRM,15481.0,721.0,0.56,1,0.3448275862068966,5338.275862068966
803,North,SMB,Tech,Analytics,20646.0,566.0,0.26,0,0.26256983240223464,5421.016759776537
804,North,SMB,Retail,ERP,15798.0,2478.0,0.05,1,0.2621951219512195,4142.158536585366
805,South,SMB,Retail,CRM,29620.0,1147.0,0.15,0,0.3448275862068966,10213.793103448277
806,West,MidMarket,Tech,Analytics,15613.0,1352.0,0.31,0,0.27058823529411763,4224.694117647058
807,West,MidMarket,Retail,Analytics,25544.0,660.0,0.24,0,0.27058823529411763,6911.90588235294
808,North,SMB,Retail,ERP,8412.0,949.0,0.22,0,0.2621951219512195,2205.5853658536585
809,South,SMB,Tech,Analytics,18867.0,2414.0,0.64,0,0.33727810650887574,6363.426035502958
810,North,SMB,Healthcare,Analytics,20086.0,1734.0,0.53,0,0.26256983240223464,5273.977653631285
811,East,MidMarket,Healthcare,Analytics,18640.0,2702.0,0.48,1,0.3,5592.0
812,East,MidMarket,Finance,Analytics,17226.0,1493.0,0.27,0,0.3,5167.8
813,North,SMB,Retail,Analytics,15327.0,1172.0,0.23,1,0.26256983240223464,4024.40782122905
814,West,SMB,Tech,ERP,25282.0,1369.0,0.06,0,0.27702702702702703,7003.7972972972975
815,West,SMB,Retail,ERP,26996.0,2282.0,0.01,0,0.27702702702702703,7478.621621621622
816,North,Enterprise,Manufacturing,Analytics,19425.0,1888.0,0.17,0,0.26256983240223464,5100.418994413408
817,North,SMB,Retail,ERP,12324.0,2760.0,0.37,1,0.2621951219512195,3231.2926829268295
818,East,MidMarket,Retail,ERP,32558.0,2005.0,0.22,0,0.28402366863905326,9247.242603550296
819,West,MidMarket,Healthcare,CRM,13841.0,1733.0,0.15,1,0.2658959537572254,3680.265895953757
